Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
LG,1287,985,5910.0,7722.0,

Kills:,0
Deaths:,0
Fight Time:,0.0
Time Remaining:,0.0
Avg TTK:,0.0
Damage Done:,5910.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,985
Miss Count:,302
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,17730.0
Scenario:,Smoothness Training 60 300%
Hash:,a430c14c694542da9a9fdd2437d95a2e
Game Version:,3.9.1.2026-05-06-17-06-54-4967be094932
Challenge Start:,09:33:23.006
Pause Count:,2
Pause Duration:,129
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,1600
FOV:,103.0
FOVScale:,Overwatch
Hide Gun:,false
Crosshair:,rxSmallCross.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,438.30661
Resolution Scale:,100.0
